Wall time,Step,Value
1539131730.2219586,5,0.11999999731779099
1539131730.289363,6,0.10000000149011612
1539131730.5529766,10,0.1899999976158142
1539131730.61066,11,0.20999999344348907
1539131730.8508778,14,0.28999999165534973
1539131730.9081051,15,0.2800000011920929
1539131731.1527488,18,0.27000001072883606
1539131731.2107658,19,0.3199999928474426
1539131731.271819,20,0.36000001430511475
1539131731.5253592,24,0.4000000059604645
1539131732.1263766,33,0.5400000214576721
1539131732.3499367,36,0.5799999833106995
1539131732.606259,40,0.6299999952316284
1539131732.7425,42,0.7300000190734863
1539131732.8670971,44,0.6399999856948853
1539131732.9441235,45,0.6899999976158142
1539131733.2319937,47,0.6899999976158142
1539131733.4539163,49,0.75
1539131734.2752254,53,0.7099999785423279
1539131734.3355105,54,0.7400000095367432
1539131734.4049742,55,0.7400000095367432
1539131734.4880402,56,0.6899999976158142
1539131734.5463405,57,0.7699999809265137
1539131735.1637092,63,0.7300000190734863
1539131735.3088171,65,0.8299999833106995
1539131735.3993473,66,0.7300000190734863
1539131735.4699283,67,0.7900000214576721
1539131735.5495536,68,0.8500000238418579
1539131735.7347832,71,0.7900000214576721
1539131735.7932544,72,0.7599999904632568
1539131735.8539484,73,0.8299999833106995
1539131735.932177,74,0.800000011920929
1539131736.3137176,79,0.8700000047683716
1539131736.6733248,84,0.75
1539131736.890069,87,0.800000011920929
1539131736.9615252,88,0.8399999737739563
1539131737.3901916,94,0.8500000238418579
1539131738.2225127,102,0.7900000214576721
1539131738.4151747,105,0.8399999737739563
1539131738.4779704,106,0.8199999928474426
1539131738.944073,113,0.8399999737739563
1539131739.149243,116,0.8500000238418579
1539131739.3305385,118,0.8600000143051147
1539131740.1649792,125,0.8999999761581421
1539131740.2559235,126,0.8700000047683716
1539131740.6330903,129,0.8500000238418579
1539131740.7522166,130,0.8700000047683716
1539131741.6492438,137,0.8100000023841858
1539131741.9817615,139,0.8600000143051147
1539131742.193214,141,0.9100000262260437
1539131742.2638621,142,0.8899999856948853
1539131742.3492231,143,0.9100000262260437
1539131742.8508725,150,0.8700000047683716
1539131743.4240806,155,0.8799999952316284
1539131743.5548575,157,0.8999999761581421
1539131743.6240065,158,0.9200000166893005
1539131743.6867144,159,0.9300000071525574
1539131743.8858984,162,0.9300000071525574
1539131744.1274374,165,0.8600000143051147
1539131744.2839475,167,0.9800000190734863
1539131744.349756,168,0.8700000047683716
1539131744.555466,171,0.8399999737739563
1539131745.0440414,177,0.8799999952316284
1539131745.1448817,178,0.9399999976158142
1539131745.4616036,180,0.9100000262260437
1539131745.9601922,183,0.8600000143051147
1539131746.2807224,185,0.9200000166893005
1539131746.4121492,186,0.8799999952316284
1539131746.8090892,188,0.8799999952316284
1539131747.193138,190,0.8899999856948853
1539131747.42124,191,0.9399999976158142
1539131748.6255257,198,0.8600000143051147
1539131750.8079264,206,0.9200000166893005
1539131750.9125412,207,0.9100000262260437
1539131751.0297995,208,0.8799999952316284
1539131751.3747313,212,0.8899999856948853
1539131752.2791212,222,0.9300000071525574
1539131752.377376,223,0.9100000262260437
1539131752.5778172,225,0.9300000071525574
1539131752.7589862,227,0.9200000166893005
1539131752.9014044,229,0.8600000143051147
1539131753.1068273,232,0.8899999856948853
1539131753.1734805,233,0.9200000166893005
1539131753.2457685,234,0.8500000238418579
1539131753.452842,237,0.9200000166893005
1539131754.299472,247,0.8799999952316284
1539131754.5131164,249,0.9300000071525574
1539131755.456538,255,0.9100000262260437
1539131755.8109329,258,0.8999999761581421
1539131755.9433866,259,0.9200000166893005
1539131756.079002,260,0.9700000286102295
1539131756.193902,261,0.9200000166893005
1539131756.3613234,263,0.8700000047683716
1539131756.7361393,267,0.8799999952316284
1539131756.9806392,269,0.9700000286102295
1539131757.19429,271,0.9200000166893005
1539131757.3495038,273,0.8199999928474426
1539131757.7281752,278,0.8999999761581421
1539131758.3407893,284,0.9100000262260437
1539131759.0919797,291,0.949999988079071
1539131759.1729732,292,0.8700000047683716
1539131759.6583564,297,0.8799999952316284
1539131759.7891314,298,0.9100000262260437
1539131760.648175,301,0.9100000262260437
1539131760.7539275,302,0.9399999976158142
1539131760.8424535,303,0.9200000166893005
1539131761.217486,307,0.9599999785423279
1539131761.3109014,308,0.949999988079071
1539131761.542526,310,0.9200000166893005
1539131761.8711371,313,0.8999999761581421
1539131762.2105951,317,0.9399999976158142
1539131762.2922356,318,0.9599999785423279
1539131762.375309,319,0.8999999761581421
1539131762.4682083,320,0.8600000143051147
1539131762.6757631,322,0.949999988079071
1539131762.9998915,325,0.949999988079071
1539131763.091999,326,0.9399999976158142
1539131763.2046568,327,0.9200000166893005
1539131763.442006,330,0.9200000166893005
1539131763.7120543,333,0.9300000071525574
1539131764.289169,339,0.8999999761581421
1539131764.4418976,341,0.9599999785423279
1539131764.7241971,344,0.9700000286102295
1539131764.811388,345,0.9399999976158142
1539131764.9800165,347,0.9399999976158142
1539131765.0530956,348,0.9300000071525574
1539131765.8029354,353,0.949999988079071
1539131765.879652,354,0.949999988079071
1539131766.2480288,358,0.9100000262260437
1539131766.4458587,360,0.8999999761581421
1539131766.6904747,363,0.8899999856948853
1539131767.0256174,367,0.9200000166893005
1539131767.4237137,371,0.8899999856948853
1539131767.6341045,373,0.9100000262260437
1539131767.9926908,377,0.9100000262260437
1539131768.0693383,378,0.9100000262260437
1539131768.1425467,379,0.9300000071525574
1539131768.2931786,381,0.949999988079071
1539131768.673784,386,0.949999988079071
1539131768.7487714,387,0.9700000286102295
1539131769.0495875,391,0.9599999785423279
1539131769.1290493,392,0.949999988079071
1539131769.2019553,393,0.949999988079071
1539131770.280246,403,0.9200000166893005
1539131770.69528,408,0.9100000262260437
1539131771.8246417,415,0.8999999761581421
1539131771.9724255,416,0.8999999761581421
1539131772.900523,421,0.9700000286102295
1539131773.0102124,422,0.8899999856948853
1539131773.166859,424,0.9599999785423279
1539131773.3311532,426,0.9700000286102295
1539131773.7522678,430,0.8999999761581421
1539131774.9323497,439,0.9599999785423279
1539131775.1224911,441,0.9100000262260437
1539131775.2088592,442,0.9100000262260437
1539131775.4524012,445,0.9200000166893005
1539131776.386848,451,0.9100000262260437
1539131777.0488753,459,0.9300000071525574
1539131777.1325264,460,0.9200000166893005
1539131777.208639,461,0.949999988079071
1539131777.3623877,463,0.9100000262260437
1539131777.505528,464,0.9300000071525574
1539131777.9484198,467,0.949999988079071
1539131778.037054,468,0.9399999976158142
1539131778.4436195,473,0.949999988079071
1539131778.5254958,474,0.949999988079071
1539131779.4376075,485,0.9599999785423279
1539131779.687429,488,0.8899999856948853
