Wall time,Step,Value
1539132360.340498,5,2.742548942565918
1539132361.339972,18,2.2606935501098633
1539132361.6946435,24,1.928292989730835
1539132363.493785,40,1.625396728515625
1539132363.7499692,42,1.5137754678726196
1539132364.0067189,45,1.3411482572555542
1539132364.1976101,47,1.342686653137207
1539132365.1248217,53,1.4020144939422607
1539132365.349363,56,1.2447236776351929
1539132366.6264343,71,1.0579638481140137
1539132366.8415892,74,1.1964679956436157
1539132367.2207127,79,1.0685592889785767
1539132367.7703266,87,1.0472503900527954
1539132368.3063955,94,0.9571614265441895
1539132369.3849993,102,0.8818405270576477
1539132369.596201,105,0.834937334060669
1539132369.6676064,106,0.8002007007598877
1539132370.1553202,113,0.8811771869659424
1539132371.04482,126,0.6630532145500183
1539132372.102814,139,0.7408353686332703
1539132372.829305,150,0.7521345019340515
1539132373.3948085,155,0.6450220346450806
1539132373.6089592,158,0.6972472667694092
1539132374.235202,167,0.607760488986969
1539132374.3064332,168,0.5235413312911987
1539132375.095701,178,0.5507227182388306
1539132375.7227805,183,0.58954918384552
1539132376.0724666,185,0.5871126651763916
1539132376.1576512,186,0.4959743618965149
1539132376.4325883,190,0.5527223944664001
1539132377.2840865,198,0.6247434020042419
1539132378.3378255,206,0.6255409717559814
1539132378.4144163,207,0.5457014441490173
1539132378.8018324,212,0.5500038266181946
1539132379.6387687,223,0.4607509672641754
1539132380.4719138,229,0.5552534461021423
1539132381.1980388,234,0.4455074071884155
1539132381.652813,237,0.5346992015838623
1539132383.57533,249,0.5801273584365845
1539132384.4650598,255,0.54963618516922
1539132384.8594878,260,0.5118383765220642
1539132385.3772066,267,0.568946897983551
1539132385.7364104,271,0.6086995601654053
1539132386.071277,273,0.5173861980438232
1539132387.864549,292,0.37758490443229675
1539132388.2421846,297,0.5139337182044983
1539132388.318036,298,0.5164896249771118
1539132389.1002114,303,0.5932770371437073
1539132389.5345528,308,0.4073215425014496
1539132389.7151291,310,0.4522128403186798
1539132390.4316754,318,0.5275181531906128
1539132390.509324,319,0.4265154302120209
1539132391.0313017,326,0.41091635823249817
1539132391.3418727,330,0.44133803248405457
1539132392.3146906,339,0.4909132122993469
1539132393.5242476,347,0.4076208770275116
1539132396.3140242,363,0.4503289461135864
1539132396.7951195,367,0.3568340241909027
1539132397.4215186,373,0.35933035612106323
1539132397.7654107,377,0.3403460383415222
1539132397.9242427,379,0.3289852440357208
1539132403.1051815,421,0.31858986616134644
1539132403.1879752,422,0.2864116132259369
1539132403.3516,424,0.30349886417388916
1539132403.8304777,430,0.2620038092136383
1539132404.5614429,439,0.33430060744285583
1539132404.8488545,441,0.3429107666015625
1539132404.97729,442,0.26806145906448364
1539132405.417653,445,0.3400472402572632
1539132406.2083838,451,0.41451171040534973
1539132406.9459796,460,0.32111620903015137
1539132407.191651,463,0.29660212993621826
1539132407.272683,464,0.3362675905227661
1539132408.0975935,474,0.3618888556957245
1539132409.53764,491,0.25009769201278687
1539132409.704435,493,0.3942495584487915
1539132411.1915603,507,0.34147197008132935
1539132412.0097504,512,0.4106614589691162
1539132412.2211094,514,0.26462483406066895
1539132412.493629,517,0.345392644405365
1539132413.289257,525,0.31279298663139343
1539132413.9538693,531,0.3510655462741852
1539132414.2600353,533,0.41264835000038147
1539132414.5965748,536,0.3601982891559601
1539132415.417755,542,0.36896103620529175
1539132415.918542,547,0.47935420274734497
1539132417.2960763,557,0.2623993456363678
1539132417.875537,563,0.4172820746898651
1539132418.4383752,569,0.19845736026763916
1539132419.0520182,573,0.2978678047657013
1539132420.470663,579,0.2542286515235901
1539132420.6790578,581,0.2764218747615814
1539132420.763233,582,0.3341127634048462
1539132420.9746048,584,0.33137771487236023
1539132421.3966718,586,0.23114074766635895
1539132421.5825567,587,0.4066079258918762
1539132422.549175,592,0.23343275487422943
1539132422.834152,593,0.35170692205429077
1539132425.5939205,602,0.23981024324893951
1539132426.4269586,608,0.29066190123558044
1539132426.6183336,610,0.27991747856140137
1539132427.0745928,615,0.285169780254364
1539132427.6013672,620,0.2694598138332367
1539132427.8005414,622,0.299660861492157
1539132428.8964193,634,0.3687298893928528
1539132429.5638328,641,0.3429906964302063
1539132429.6572876,642,0.3037062883377075
1539132429.852074,644,0.30346107482910156
1539132430.044611,646,0.3140261769294739
1539132430.1418424,647,0.2802776098251343
1539132430.3835988,649,0.3185423016548157
1539132433.9359884,661,0.2960304021835327
1539132434.5174718,664,0.31414681673049927
1539132435.3060002,668,0.3244243860244751
1539132435.7802107,671,0.17445892095565796
1539132436.24463,674,0.24592819809913635
1539132436.8842344,678,0.20148395001888275
1539132437.0503528,679,0.3870930075645447
1539132437.681134,683,0.253525972366333
1539132438.6585288,688,0.2537621259689331
1539132440.3509383,699,0.29677340388298035
1539132441.0421286,703,0.23014280200004578
1539132441.3435895,706,0.21161657571792603
1539132442.154305,714,0.26892125606536865
1539132442.550572,718,0.2604306936264038
1539132442.8484929,721,0.21083250641822815
1539132442.9487758,722,0.2401420921087265
1539132443.0556529,723,0.1810402274131775
1539132443.8193223,730,0.4069347381591797
1539132444.5504377,736,0.14839978516101837
1539132444.7486074,738,0.20335407555103302
1539132444.8420193,739,0.3001607060432434
1539132445.23927,743,0.31529006361961365
1539132445.6391358,747,0.19959159195423126
1539132446.254592,751,0.24515320360660553
1539132446.348401,752,0.2556605339050293
1539132446.726173,756,0.1715066134929657
1539132447.6284366,765,0.2885742485523224
1539132448.0381868,769,0.2621435821056366
1539132448.1307805,770,0.2858274579048157
1539132448.2339993,771,0.3202512860298157
1539132448.4381673,773,0.29646003246307373
1539132448.5461595,774,0.27241241931915283
1539132449.130098,780,0.25170594453811646
1539132449.5986764,784,0.2570239305496216
1539132449.692791,785,0.3342714309692383
1539132449.9161553,787,0.21368049085140228
1539132450.198262,789,0.27668166160583496
1539132450.5603876,792,0.16661100089550018
1539132450.6688418,793,0.3272130489349365
1539132450.765132,794,0.1786080300807953
1539132450.875459,795,0.3576337397098541
1539132451.1998188,798,0.24416345357894897
1539132451.8881807,802,0.31049633026123047
1539132452.4575536,807,0.18064449727535248
1539132452.5772657,808,0.2204880267381668
1539132452.7474883,809,0.21251316368579865
1539132453.6332397,815,0.2739062011241913
1539132455.7477288,832,0.22004149854183197
1539132456.3664308,836,0.27395114302635193
1539132456.7025754,838,0.19323118031024933
1539132457.2788746,843,0.22648121416568756
1539132460.2200027,867,0.30424585938453674
1539132460.4235284,869,0.20907393097877502
1539132460.9431775,874,0.22275257110595703
1539132461.1440203,876,0.2689415216445923
1539132461.5560427,880,0.2560652494430542
1539132461.7649326,882,0.31111079454421997
1539132462.6013086,890,0.14522726833820343
1539132463.2508037,896,0.23479630053043365
1539132463.6953154,900,0.2467772513628006
1539132464.96493,907,0.20463092625141144
1539132465.2904594,909,0.1952926516532898
1539132466.2634196,915,0.18667970597743988
1539132466.5508606,917,0.17354823648929596
1539132466.9065285,920,0.26355400681495667
1539132467.2582178,923,0.3001018762588501
1539132468.33325,931,0.3037335276603699
1539132468.4480824,932,0.2674543261528015
1539132468.7824214,935,0.21435712277889252
1539132469.5762904,942,0.17111091315746307
1539132470.015072,945,0.20500865578651428
1539132471.5110743,954,0.22955003380775452
1539132471.938741,958,0.23049670457839966
1539132472.2729907,961,0.18372803926467896
1539132472.38241,962,0.3396235406398773
1539132473.6490204,971,0.24651280045509338
1539132473.782579,972,0.1694636195898056
1539132474.4601264,976,0.1360795944929123
1539132474.6992984,978,0.1697571873664856
1539132474.807422,979,0.19214315712451935
1539132475.3405006,983,0.17582401633262634
1539132475.4530578,984,0.19703543186187744
1539132475.7879837,987,0.2575056254863739
1539132475.8997712,988,0.28960442543029785
1539132476.787471,996,0.22214391827583313
1539132477.2216945,1000,0.3765832185745239
1539132477.6987333,1002,0.16037243604660034
1539132477.9182487,1004,0.1315229833126068
1539132478.0243523,1005,0.2128637284040451
1539132479.0314314,1014,0.27192601561546326
1539132479.3631208,1017,0.1747223138809204
1539132480.364325,1025,0.20975728332996368
1539132480.592098,1027,0.2708880305290222
1539132481.1599777,1032,0.17811034619808197
1539132481.731821,1037,0.27896684408187866
1539132482.5189397,1044,0.1668333262205124
1539132484.265045,1057,0.19773903489112854
1539132484.9370296,1063,0.2013973444700241
1539132485.2732809,1066,0.23977191746234894
1539132485.5051057,1068,0.15716449916362762
1539132485.9535668,1072,0.3204682469367981
1539132486.4125566,1076,0.23398472368717194
1539132486.6519785,1078,0.22698959708213806
1539132487.2281854,1083,0.1747232973575592
1539132487.3812597,1084,0.19370993971824646
1539132487.5639884,1085,0.14207498729228973
1539132488.9276323,1093,0.1560320258140564
1539132489.6454968,1099,0.19630223512649536
1539132490.3351188,1103,0.1710047870874405
1539132490.4617178,1104,0.19449245929718018
1539132490.5763147,1105,0.19524241983890533
1539132491.604668,1114,0.1786329299211502
1539132492.1895063,1119,0.18462206423282623
1539132493.849732,1133,0.23470933735370636
1539132494.092765,1135,0.24730457365512848
1539132497.3441405,1155,0.1221102923154831
1539132497.46712,1156,0.29740670323371887
1539132498.3573368,1160,0.17099517583847046
1539132498.563931,1161,0.1447080373764038
1539132498.8023868,1162,0.13173186779022217
1539132502.1928742,1180,0.22312279045581818
1539132503.0090296,1185,0.17476829886436462
1539132504.275156,1192,0.19649803638458252
1539132504.507874,1193,0.17251166701316833
1539132505.6414967,1199,0.11299976706504822
1539132506.2985857,1201,0.23877793550491333
1539132507.1632,1206,0.17422546446323395
1539132507.4592736,1208,0.17292356491088867
1539132510.6585627,1232,0.20541049540042877
1539132510.8983734,1234,0.14813232421875
1539132511.1402314,1236,0.1642816960811615
1539132512.2563393,1244,0.19915974140167236
1539132512.7534654,1247,0.13670626282691956
1539132514.4706147,1255,0.19926929473876953
1539132514.9485726,1258,0.16372258961200714
1539132515.570104,1261,0.15824231505393982
1539132517.8193371,1274,0.23729735612869263
1539132519.3252587,1281,0.22615453600883484
1539132520.3434038,1287,0.2303953319787979
1539132521.339082,1293,0.2281864732503891
1539132521.5869622,1294,0.2523888051509857
1539132522.6708636,1300,0.21039526164531708
1539132524.8603704,1310,0.13307495415210724
1539132525.4834578,1315,0.14952456951141357
1539132525.6115644,1316,0.16803283989429474
1539132526.049563,1319,0.2784768044948578
1539132527.0914824,1325,0.21766777336597443
1539132527.3539686,1327,0.1673966646194458
1539132527.8578176,1330,0.23498335480690002
1539132528.3222363,1333,0.19669806957244873
1539132528.7663693,1336,0.2385871857404709
1539132528.9221323,1337,0.19736549258232117
1539132532.033105,1355,0.19403652846813202
1539132534.5605197,1370,0.25114938616752625
1539132536.8156157,1385,0.23260700702667236
1539132537.2741764,1388,0.14671224355697632
1539132537.4351432,1389,0.1332298219203949
1539132537.744721,1391,0.2713608741760254
1539132537.8890135,1392,0.20536836981773376
1539132542.3972943,1413,0.1784542053937912
1539132542.5606487,1414,0.15844659507274628
1539132543.3785293,1419,0.1994793564081192
1539132543.8889732,1422,0.1890449970960617
1539132544.6680408,1426,0.18710942566394806
1539132544.988202,1428,0.33372634649276733
1539132545.6188731,1432,0.18385496735572815
1539132546.2779677,1436,0.22560063004493713
1539132546.9342585,1440,0.15349851548671722
1539132552.1264675,1465,0.25009340047836304
1539132552.2792478,1466,0.1968076527118683
1539132554.2996159,1477,0.1821330040693283
1539132555.6122222,1485,0.18295425176620483
1539132555.8727372,1486,0.1580943763256073
1539132556.4353812,1489,0.15927152335643768
1539132556.8958063,1491,0.13417556881904602
1539132557.1024768,1492,0.11835560202598572
1539132559.1514623,1501,0.15818877518177032
1539132560.3589158,1508,0.15942919254302979
1539132562.935228,1523,0.2559497356414795
1539132563.1682205,1524,0.13058295845985413
1539132563.6617885,1527,0.1409505009651184
1539132567.1220725,1546,0.18778127431869507
1539132568.212801,1551,0.17330828309059143
1539132568.357249,1552,0.17125284671783447
1539132568.7194364,1554,0.15170055627822876
1539132569.9980893,1561,0.10906314104795456
1539132571.5310478,1568,0.12854094803333282
1539132571.6997225,1569,0.15128304064273834
1539132573.222554,1578,0.12332150340080261
1539132573.8851376,1582,0.16956044733524323
1539132574.2186322,1584,0.17166130244731903
1539132575.0458755,1588,0.17934000492095947
1539132577.4360092,1597,0.12136512994766235
1539132578.921626,1604,0.12426087260246277
1539132579.0635881,1605,0.17642885446548462
1539132579.8381262,1610,0.14410929381847382
1539132581.445956,1618,0.20574896037578583
1539132583.4443998,1627,0.15019357204437256
1539132583.6091228,1628,0.13146482408046722
1539132584.5436153,1632,0.19016481935977936
1539132585.3496032,1637,0.12188775092363358
1539132585.8208292,1640,0.1330043077468872
1539132586.1502047,1642,0.14437003433704376
1539132586.678006,1645,0.14571768045425415
1539132587.245788,1648,0.1901453733444214
1539132588.2979977,1652,0.1673157811164856
1539132589.831441,1660,0.17335407435894012
1539132591.3202152,1668,0.24772104620933533
1539132591.9881709,1672,0.1291242092847824
1539132592.7635663,1675,0.13729393482208252
1539132592.945784,1676,0.11403104662895203
1539132594.0772276,1682,0.13017244637012482
1539132594.2673702,1683,0.1505519151687622
1539132595.6692626,1691,0.18724414706230164
1539132596.3388495,1695,0.16003534197807312
1539132596.5843894,1696,0.2653372287750244
1539132596.8278723,1697,0.14619365334510803
1539132597.3348455,1699,0.11821184307336807
1539132598.1705275,1702,0.09471998363733292
1539132599.5253427,1709,0.13495084643363953
1539132599.7154026,1710,0.1643492877483368
1539132601.4008377,1718,0.21845205128192902
1539132601.625005,1719,0.08081140369176865
1539132603.6748254,1728,0.12877798080444336
1539132604.7625449,1732,0.2010287642478943
1539132605.2584078,1734,0.10682538151741028
1539132605.7373655,1737,0.14689992368221283
1539132606.975032,1742,0.18818894028663635
1539132607.1660058,1743,0.1538791060447693
1539132607.7438536,1745,0.174499973654747
1539132607.9797003,1746,0.14466838538646698
1539132608.1784904,1747,0.13514956831932068
1539132609.509342,1752,0.1394076943397522
1539132612.7255092,1766,0.14819182455539703
1539132616.1271808,1775,0.16593177616596222
1539132617.0970247,1781,0.15940457582473755
1539132619.7022772,1788,0.10265259444713593
1539132620.3432298,1789,0.19226430356502533
1539132625.651505,1798,0.12255153059959412
1539132628.652248,1805,0.12110942602157593
1539132632.2868478,1814,0.14164553582668304
1539132633.1519368,1817,0.20653419196605682
1539132635.013542,1824,0.1909330040216446
1539132635.483495,1826,0.09234227240085602
1539132636.42651,1830,0.22364220023155212
1539132639.0772655,1840,0.09597556293010712
1539132639.2398512,1841,0.11115530878305435
1539132639.9103472,1844,0.10232730954885483
1539132641.3661053,1849,0.09971930831670761
1539132642.6061573,1853,0.16861103475093842
1539132644.9616537,1866,0.17493678629398346
1539132645.295983,1868,0.16876010596752167
1539132645.4857893,1869,0.12019392848014832
1539132647.01348,1875,0.13708393275737762
1539132647.2127242,1876,0.17689330875873566
1539132647.5634496,1877,0.12960194051265717
1539132648.043101,1879,0.18685318529605865
1539132651.063903,1893,0.13799908757209778
1539132654.800681,1911,0.13860391080379486
1539132656.0861251,1917,0.1016266718506813
1539132657.5012949,1924,0.1772812306880951
1539132658.6008077,1930,0.1330680400133133
1539132659.3635826,1934,0.1432075947523117
1539132659.7515945,1936,0.17815551161766052
1539132660.2329295,1938,0.11401846259832382
1539132661.4638994,1944,0.15203596651554108
1539132662.1012943,1947,0.1536439061164856
1539132662.5366795,1949,0.18119807541370392
1539132663.4014552,1952,0.21807007491588593
1539132663.979685,1955,0.09318533539772034
1539132664.607498,1958,0.20594093203544617
1539132666.6618521,1967,0.11858882755041122
1539132667.0480027,1969,0.12341577559709549
1539132669.3181221,1981,0.11987372487783432
1539132669.49232,1982,0.23223482072353363
1539132669.6618211,1983,0.19836334884166718
1539132672.195997,1997,0.13145394623279572
1539132673.1704452,2001,0.08915606141090393
1539132673.9377942,2005,0.11013683676719666
1539132674.7073298,2009,0.21441179513931274
1539132674.8937955,2010,0.1660807728767395
1539132675.4766338,2013,0.16244691610336304
1539132675.8450325,2015,0.2682051360607147
1539132676.203072,2017,0.08305636048316956
1539132677.8195353,2025,0.14451177418231964
1539132678.221216,2027,0.14702992141246796
